,Unnamed: 0,sex,row_number,liters_drunk,drink,check_number,label,age_young,age_medium,age_old,morning1,afternoon1,evening1
2614,2614,1,50.0,1.0,1,4226,1,,medium,,0,1,0
2616,2616,1,50.0,3.0,0,6359,0,,,old,0,1,0
2617,2617,1,6.0,5.0,1,9794,1,,medium,,0,1,0
2618,2618,0,60.0,4.0,0,6150,1,,,old,0,0,1
2619,2619,1,55.0,2.48,0,7832,1,,medium,,1,0,0
2620,2620,1,37.0,1.0,1,1094,0,,medium,,1,0,0
2621,2621,0,1.0,0.0,1,284,1,,,old,0,1,0
2622,2622,1,26.0,1.0,0,3851,1,young,,,1,0,0
2624,2624,1,73.0,0.0,1,308,0,,medium,,0,0,1
2627,2627,0,7.0,1.0,1,7528,1,,,old,1,0,0
2630,2630,1,28.0,2.0,0,1824,1,,,old,0,0,1
2631,2631,0,6.0,4.0,1,755,0,,,old,1,0,0
2634,2634,0,55.0,1.0,0,9346,0,,medium,,0,1,0
2635,2635,1,30.0,5.0,1,2103,0,,,old,0,0,1
2636,2636,0,64.0,3.0,1,3081,1,,medium,,0,1,0
2637,2637,0,45.0,1.0,0,7992,0,,,old,0,0,1
2638,2638,0,89.0,3.0,0,230,1,young,,,1,0,0
2639,2639,0,82.0,1.0,0,3475,1,young,,,1,0,0
2641,2641,1,25.0,3.0,1,217,0,,medium,,1,0,0
2643,2643,1,61.0,2.0,1,9188,0,,,old,0,0,1
2644,2644,0,18.0,2.48,1,7923,1,,,old,0,0,1
2645,2645,1,45.0,2.48,1,1125,1,,medium,,0,1,0
2646,2646,1,44.0,1.0,0,5287,1,young,,,0,0,1
2648,2648,1,39.0,2.48,1,5938,0,,,old,0,0,1
2649,2649,1,52.0,3.0,1,5209,1,,,old,1,0,0
2650,2650,1,55.0,3.0,1,5789,1,,medium,,0,0,1
2652,2652,1,26.0,2.0,0,2729,0,,medium,,0,0,1
2658,2658,0,95.0,2.0,1,8748,0,,,old,0,0,1
2659,2659,0,11.0,2.48,0,43,1,,,old,0,1,0
2661,2661,1,85.0,4.0,0,5930,1,young,,,0,0,1
2662,2662,0,33.0,2.0,1,8980,0,,medium,,0,0,1
2663,2663,0,12.0,4.0,1,6195,1,,,old,0,0,1
2664,2664,0,30.0,3.0,0,442,1,,medium,,1,0,0
2669,2669,0,99.0,1.0,1,4509,0,,,old,1,0,0
2671,2671,1,41.0,2.0,1,6368,1,,medium,,1,0,0
2673,2673,1,57.0,2.0,1,2874,0,,,old,0,0,1
2674,2674,1,65.0,0.0,0,3634,0,,,old,0,0,1
2675,2675,1,33.0,4.0,1,5892,1,,medium,,0,1,0
2676,2676,1,63.0,0.0,1,6057,1,,,old,0,0,1
2677,2677,1,36.0,2.0,1,3406,0,,medium,,0,0,1
2679,2679,0,78.0,2.0,0,3870,0,,,old,1,0,0
2680,2680,1,29.0,1.0,1,7727,0,,,old,0,1,0
2681,2681,1,13.0,3.0,0,4826,0,,medium,,0,1,0
2683,2683,0,14.0,1.0,0,7406,0,,medium,,0,0,1
2684,2684,1,86.0,0.0,1,2765,0,,,old,1,0,0
2686,2686,0,26.0,5.0,1,2134,1,,medium,,1,0,0
2687,2687,1,23.0,5.0,0,6308,1,,medium,,0,1,0
2690,2690,1,69.0,2.0,0,5088,1,,medium,,0,1,0
2691,2691,0,43.0,0.0,1,8544,1,,,old,0,1,0
2692,2692,0,55.0,3.0,1,9517,1,,,old,0,0,1
2693,2693,1,88.0,0.0,0,758,0,,,old,1,0,0
2694,2694,1,9.0,0.0,0,715,1,,,old,0,0,1
2695,2695,0,54.0,1.0,0,8358,1,,,old,1,0,0
2696,2696,1,59.0,1.0,0,1915,1,,medium,,0,0,1
2698,2698,1,42.0,2.0,0,5521,1,,,old,1,0,0
2699,2699,0,89.0,1.0,0,3695,1,young,,,0,0,1
2700,2700,0,68.0,1.0,0,6038,0,young,,,0,0,1
2703,2703,0,73.0,1.0,0,8322,0,,medium,,0,0,1
2706,2706,1,76.0,1.0,0,8286,1,,,old,1,0,0
2707,2707,0,65.0,5.0,1,6328,1,,medium,,0,1,0
2708,2708,0,85.0,4.0,0,1617,0,,medium,,0,1,0
2709,2709,0,31.0,2.0,1,8272,0,,medium,,0,1,0
2710,2710,0,26.0,2.0,0,597,1,,medium,,0,0,1
2711,2711,0,10.0,1.0,0,2331,0,,medium,,0,1,0
2716,2716,1,44.0,4.0,0,8708,0,young,,,0,1,0
2718,2718,1,100.0,0.0,0,8452,0,young,,,0,1,0
2719,2719,0,14.0,2.0,0,3503,1,,medium,,0,0,1
2723,2723,0,100.0,4.0,1,6920,1,,,old,1,0,0
2724,2724,0,96.0,0.0,1,2825,1,,,old,0,1,0
2726,2726,0,75.0,2.48,1,5642,1,,,old,0,1,0
2729,2729,1,82.0,4.0,0,5550,1,young,,,0,1,0
2730,2730,1,100.0,0.0,0,7271,0,,,old,1,0,0
2732,2732,1,98.0,5.0,0,7603,1,,medium,,1,0,0
2733,2733,1,65.0,4.0,1,5626,1,,medium,,0,1,0
2734,2734,0,72.0,4.0,1,6327,1,,medium,,0,0,1
2735,2735,0,79.0,2.48,0,7482,0,,,old,0,1,0
2736,2736,0,91.0,5.0,1,5745,1,,,old,0,1,0
2737,2737,1,30.0,2.0,1,5676,1,,,old,1,0,0
2739,2739,0,25.0,0.0,0,3264,1,,medium,,1,0,0
2740,2740,1,100.0,0.0,0,7018,0,,medium,,1,0,0
2741,2741,1,20.0,1.0,0,9265,1,young,,,0,0,1
2743,2743,0,12.0,4.0,0,2197,1,,medium,,0,0,1
2744,2744,0,18.0,0.0,0,3302,0,young,,,0,0,1
2747,2747,1,67.0,1.0,1,2509,1,,medium,,1,0,0
2748,2748,0,69.0,5.0,1,4913,1,,medium,,1,0,0
2749,2749,0,35.0,5.0,1,4991,1,,medium,,1,0,0
2751,2751,0,100.0,4.0,1,9595,1,,,old,1,0,0
2752,2752,1,40.0,2.48,0,828,1,young,,,1,0,0
2754,2754,0,43.0,0.0,1,9448,0,,,old,0,1,0
2758,2758,0,46.0,3.0,1,1842,1,,,old,1,0,0
2760,2760,1,92.0,2.0,1,4241,1,,medium,,0,1,0
2761,2761,0,92.0,4.0,1,1368,0,,,old,1,0,0
2762,2762,0,23.0,1.0,1,5335,0,,medium,,0,1,0
2763,2763,1,74.0,3.0,1,7774,0,,,old,0,1,0
2765,2765,1,71.0,5.0,1,3909,1,,,old,0,1,0
2766,2766,1,51.0,4.0,1,1478,0,,,old,0,1,0
2767,2767,0,40.0,0.0,0,6577,1,,medium,,0,0,1
2768,2768,0,68.0,1.0,1,3976,0,,medium,,1,0,0
2771,2771,1,23.0,0.0,0,1668,0,,,old,0,1,0
2772,2772,0,96.0,3.0,0,2849,0,,medium,,0,0,1
2773,2773,1,26.0,0.0,1,6856,1,,medium,,0,1,0
2774,2774,1,73.0,2.48,0,8096,0,young,,,0,0,1
2776,2776,0,2.0,3.0,1,9826,0,,medium,,0,0,1
2778,2778,0,66.0,3.0,0,7437,1,young,,,0,1,0
2779,2779,1,53.0,3.0,0,9086,0,,medium,,0,0,1
2780,2780,1,23.0,0.0,0,7169,1,,,old,0,0,1
2781,2781,0,26.0,2.0,1,3,0,,,old,0,1,0
2783,2783,0,68.0,2.48,0,4999,0,,,old,0,0,1
2784,2784,0,85.0,2.0,0,6052,1,,,old,0,1,0
2786,2786,0,56.0,1.0,1,5672,1,,medium,,0,0,1
2789,2789,0,85.0,0.0,0,588,1,young,,,0,0,1
2793,2793,1,28.0,2.0,0,2656,0,,medium,,1,0,0
2794,2794,1,92.0,2.0,1,9482,0,,,old,0,1,0
2797,2797,0,73.0,5.0,0,6455,1,,medium,,1,0,0
2800,2800,1,35.0,5.0,0,8016,1,,,old,0,1,0
2804,2804,0,32.0,3.0,0,8637,1,young,,,1,0,0
2805,2805,0,97.0,5.0,0,9666,0,,,old,1,0,0
2806,2806,1,9.0,1.0,0,7986,0,,medium,,1,0,0
2808,2808,1,73.0,3.0,0,6539,0,,,old,0,1,0
2809,2809,1,47.0,2.0,0,4132,0,,,old,0,0,1
2810,2810,0,14.0,0.0,0,8306,0,,medium,,0,1,0
2814,2814,1,66.0,5.0,0,565,0,,,old,0,0,1
2815,2815,1,57.0,5.0,0,8317,1,,,old,0,1,0
2817,2817,0,63.0,0.0,0,9494,0,young,,,1,0,0
2818,2818,0,89.0,0.0,0,3512,1,,medium,,0,0,1
2819,2819,0,40.0,2.48,1,8363,1,,medium,,1,0,0
2821,2821,1,82.0,0.0,0,9585,1,,medium,,0,0,1
2823,2823,1,19.0,1.0,0,9875,1,,,old,0,0,1
2824,2824,1,65.0,2.0,0,2226,0,,medium,,1,0,0
2825,2825,0,62.0,4.0,0,6827,1,,medium,,1,0,0
2826,2826,0,89.0,2.0,1,9555,0,,,old,1,0,0
2827,2827,0,12.0,2.0,1,6854,0,,medium,,0,0,1
2828,2828,0,67.0,3.0,1,8873,1,,,old,0,0,1
2831,2831,1,70.0,5.0,1,7060,1,,medium,,0,0,1
2832,2832,0,36.0,3.0,0,9004,1,,,old,0,0,1
2834,2834,0,32.0,2.48,1,3675,1,,,old,0,1,0
2835,2835,1,95.0,4.0,0,6680,1,,medium,,0,1,0
2836,2836,1,83.0,5.0,1,8382,1,,,old,0,1,0
2837,2837,0,100.0,0.0,1,4754,1,,medium,,0,1,0
2838,2838,0,33.0,1.0,1,983,1,,,old,0,0,1
2839,2839,1,79.0,0.0,0,7649,1,,,old,0,0,1
2844,2844,1,17.0,1.0,1,8034,0,,,old,0,0,1
2845,2845,0,72.0,0.0,0,687,0,,medium,,0,1,0
2846,2846,0,47.0,2.48,0,2975,0,,,old,0,1,0
2847,2847,1,16.0,0.0,1,6005,1,,,old,0,1,0
2848,2848,0,19.0,3.0,1,3042,0,,,old,1,0,0
2849,2849,1,28.0,4.0,1,8414,1,,medium,,1,0,0
2851,2851,1,1.0,1.0,0,7611,1,young,,,1,0,0
2852,2852,1,43.0,1.0,0,3218,1,,,old,0,1,0
2854,2854,0,45.0,4.0,0,8945,1,,medium,,0,1,0
2855,2855,1,79.0,1.0,0,6427,0,young,,,0,0,1
2857,2857,1,77.0,4.0,0,6497,0,,,old,0,0,1
2858,2858,1,51.0,5.0,0,6113,1,young,,,1,0,0
2860,2860,0,22.0,5.0,1,9639,1,,,old,0,1,0
2862,2862,1,87.0,1.0,0,7517,0,,,old,0,0,1
2864,2864,0,55.0,4.0,1,7235,0,,,old,1,0,0
2865,2865,0,26.0,5.0,0,8947,1,,medium,,1,0,0
2866,2866,0,82.0,0.0,0,8475,1,,medium,,1,0,0
2868,2868,0,20.0,4.0,0,1050,1,,,old,1,0,0
2869,2869,1,19.0,5.0,1,7706,1,,medium,,0,1,0
2870,2870,1,77.0,0.0,1,7088,1,,medium,,1,0,0
2872,2872,1,90.0,5.0,1,540,0,,,old,0,1,0
2873,2873,1,45.0,4.0,0,3969,0,,medium,,1,0,0
2874,2874,0,30.0,0.0,0,4987,1,,,old,0,1,0
2875,2875,1,8.0,2.48,1,593,1,,,old,1,0,0
2876,2876,0,60.0,0.0,0,3869,0,young,,,0,1,0
2877,2877,1,26.0,2.0,0,2936,0,,,old,0,1,0
2878,2878,0,43.0,5.0,0,7445,0,,,old,0,1,0
2879,2879,0,96.0,1.0,0,4068,0,young,,,1,0,0
2880,2880,1,41.0,5.0,0,326,0,,medium,,0,1,0
2881,2881,0,87.0,5.0,1,2090,1,,medium,,1,0,0
2882,2882,1,64.0,5.0,1,3902,1,,medium,,0,1,0
2883,2883,1,100.0,2.0,0,4295,0,,medium,,1,0,0
2884,2884,0,4.0,4.0,0,3673,0,,,old,0,1,0
2885,2885,1,21.0,0.0,0,4665,0,,medium,,0,1,0
2886,2886,1,7.0,2.0,0,2442,0,,,old,0,1,0
2887,2887,1,41.0,4.0,1,2684,1,,medium,,1,0,0
2888,2888,1,76.0,5.0,1,790,1,,medium,,1,0,0
2889,2889,1,100.0,0.0,0,7884,1,,,old,1,0,0
2891,2891,1,100.0,4.0,0,7016,0,young,,,0,0,1
2894,2894,0,64.0,3.0,1,4301,1,,medium,,1,0,0
2896,2896,1,28.0,2.0,1,762,0,,medium,,0,0,1
2897,2897,1,6.0,2.0,1,6684,0,,,old,1,0,0
2900,2900,1,72.0,1.0,0,3473,1,,medium,,0,0,1
2902,2902,1,100.0,1.0,0,9567,1,young,,,0,1,0
2903,2903,0,39.0,0.0,0,5322,0,young,,,0,0,1
2904,2904,0,30.0,2.0,1,1802,1,,medium,,0,0,1
2905,2905,1,28.0,1.0,0,8148,0,young,,,0,0,1
2910,2910,1,68.0,2.48,0,3461,1,,medium,,0,1,0
2912,2912,1,99.0,2.0,0,262,1,young,,,0,0,1
2914,2914,0,100.0,4.0,1,9657,0,,medium,,0,1,0
2915,2915,1,56.0,4.0,0,8362,1,,medium,,0,0,1
2916,2916,1,3.0,0.0,1,9755,1,,,old,0,0,1
2917,2917,0,34.0,2.48,1,3378,0,,,old,0,1,0
2919,2919,1,65.0,5.0,0,9332,1,,,old,1,0,0
2920,2920,0,55.0,0.0,0,6434,0,,,old,0,1,0
2921,2921,1,59.0,3.0,0,8580,1,,,old,1,0,0
2923,2923,1,69.0,3.0,0,9758,0,,,old,1,0,0
2924,2924,0,50.0,2.48,0,707,1,,,old,0,0,1
2926,2926,0,39.0,1.0,0,6651,1,,medium,,0,1,0
2927,2927,1,31.0,5.0,1,5934,1,,medium,,1,0,0
2929,2929,1,41.0,4.0,1,8275,0,,,old,1,0,0
2930,2930,1,92.0,5.0,0,6580,1,young,,,0,0,1
2931,2931,1,14.0,5.0,0,2469,1,,medium,,0,1,0
2932,2932,1,65.0,1.0,0,2359,1,,medium,,0,0,1
2933,2933,0,83.0,5.0,1,792,1,,medium,,0,0,1
2934,2934,1,19.0,4.0,0,6395,1,,,old,0,1,0
2937,2937,0,63.0,4.0,0,5214,0,,medium,,0,0,1
2939,2939,0,80.0,5.0,0,4062,1,,,old,1,0,0
2940,2940,1,100.0,0.0,0,5413,1,,medium,,1,0,0
2942,2942,1,47.0,3.0,0,6513,1,,medium,,0,0,1
2943,2943,0,83.0,1.0,0,5066,1,,medium,,1,0,0
2944,2944,0,97.0,1.0,0,813,1,young,,,0,0,1
2946,2946,1,52.0,2.0,0,6898,1,,medium,,0,1,0
2947,2947,0,100.0,4.0,0,14,1,,,old,1,0,0
2948,2948,0,6.0,2.48,1,808,1,,medium,,1,0,0
2949,2949,0,10.0,1.0,0,5985,0,,,old,0,0,1
2950,2950,1,74.0,0.0,1,5145,0,,medium,,0,0,1
2951,2951,0,63.0,1.0,0,6874,0,young,,,1,0,0
2952,2952,1,92.0,3.0,0,3235,1,,,old,0,1,0
2953,2953,1,61.0,2.48,0,5791,1,,,old,0,0,1
2954,2954,0,78.0,0.0,0,2958,1,,medium,,0,0,1
2955,2955,0,38.0,0.0,0,1854,1,,,old,0,0,1
2956,2956,0,43.0,3.0,0,6319,1,,,old,0,1,0
2957,2957,1,60.0,3.0,1,4731,1,,,old,0,1,0
2958,2958,1,79.0,3.0,0,260,1,,medium,,0,1,0
2959,2959,0,97.0,0.0,1,1222,0,,medium,,0,0,1
2961,2961,1,100.0,0.0,1,7333,0,,medium,,1,0,0
2962,2962,1,67.0,3.0,1,6138,0,,,old,0,1,0
2963,2963,1,53.0,5.0,0,7070,1,young,,,0,1,0
2964,2964,1,81.0,2.0,0,7508,1,,medium,,0,1,0
2965,2965,1,88.0,2.0,1,5006,0,,medium,,1,0,0
2966,2966,1,4.0,4.0,0,8743,1,,medium,,0,1,0
2967,2967,0,51.0,4.0,0,3035,1,,,old,0,0,1
2968,2968,0,77.0,4.0,0,7973,1,,medium,,0,0,1
2969,2969,1,12.0,2.0,1,9910,1,,,old,1,0,0
2970,2970,0,44.0,5.0,1,2210,1,,medium,,0,0,1
2971,2971,0,71.0,3.0,1,6323,1,,,old,0,1,0
2972,2972,1,70.0,0.0,0,2524,1,,,old,1,0,0
2973,2973,0,72.0,3.0,0,8874,0,,medium,,0,1,0
2974,2974,0,91.0,4.0,0,722,1,young,,,1,0,0
2976,2976,1,100.0,2.48,0,8594,1,,,old,0,1,0
2978,2978,0,0.0,4.0,0,3462,1,,medium,,1,0,0
2979,2979,1,6.0,0.0,0,7327,1,,,old,0,1,0
2981,2981,1,41.0,2.0,0,4477,0,young,,,0,0,1
2982,2982,0,30.0,2.0,0,2517,0,,,old,1,0,0
2983,2983,1,80.0,4.0,0,8344,0,,,old,0,0,1
2984,2984,1,42.0,0.0,1,4158,0,,,old,1,0,0
2985,2985,1,23.0,5.0,1,4315,1,,medium,,0,1,0
2986,2986,1,69.0,1.0,0,8840,1,young,,,0,1,0
2987,2987,1,88.0,0.0,1,1248,0,,medium,,0,1,0
2990,2990,0,21.0,1.0,0,4957,0,,medium,,0,1,0
2991,2991,0,0.0,4.0,0,6140,1,,medium,,1,0,0
2992,2992,1,52.0,2.48,1,8751,0,,,old,0,0,1
2993,2993,1,43.0,2.48,1,1369,1,,medium,,1,0,0
2995,2995,1,40.0,5.0,1,9255,1,,,old,0,1,0
2996,2996,1,47.0,2.0,0,6212,1,,medium,,0,1,0
2997,2997,1,7.0,4.0,1,7889,1,,,old,0,0,1
2998,2998,0,36.0,1.0,1,2102,1,,medium,,1,0,0
3001,3001,1,42.0,0.0,0,1361,1,,medium,,1,0,0
3002,3002,0,87.0,4.0,0,5890,0,,medium,,0,1,0
3003,3003,1,47.0,3.0,0,59,1,,,old,1,0,0
3005,3005,1,40.0,4.0,1,6984,0,,,old,0,1,0
3006,3006,1,39.0,2.0,0,5520,0,,medium,,0,1,0
3007,3007,0,100.0,5.0,0,4058,1,,,old,0,1,0
3008,3008,1,7.0,0.0,0,355,0,,medium,,0,1,0
3009,3009,0,31.0,5.0,1,4961,1,,,old,1,0,0
3010,3010,1,0.0,3.0,1,6223,1,,,old,0,1,0
3012,3012,1,92.0,4.0,1,599,1,,medium,,0,1,0
3014,3014,0,11.0,2.0,0,737,0,young,,,0,0,1
3017,3017,0,82.0,2.0,1,361,0,,medium,,1,0,0
3018,3018,0,51.0,2.0,1,3930,0,,medium,,0,1,0
3019,3019,1,99.0,0.0,1,9178,1,,,old,1,0,0
3020,3020,0,92.0,5.0,0,2569,1,,medium,,1,0,0
3021,3021,0,63.0,5.0,1,2638,1,,medium,,0,0,1
3023,3023,1,86.0,5.0,1,4778,0,,medium,,0,1,0
3025,3025,1,85.0,4.0,0,397,0,young,,,0,0,1
3026,3026,1,7.0,2.0,1,8644,0,,medium,,0,0,1
3027,3027,1,1.0,0.0,1,9909,1,,medium,,1,0,0
3028,3028,0,94.0,3.0,0,3353,1,,,old,0,1,0
3029,3029,0,62.0,3.0,1,1977,1,,,old,0,0,1
3030,3030,1,19.0,4.0,0,6963,0,,medium,,1,0,0
3031,3031,0,73.0,0.0,0,3633,0,,,old,0,1,0
3035,3035,1,7.0,5.0,1,6524,0,,,old,0,1,0
3036,3036,1,1.0,0.0,0,3106,1,,medium,,0,0,1
3038,3038,1,22.0,2.0,1,8445,0,,,old,1,0,0
3039,3039,0,31.0,2.0,0,3143,0,,,old,1,0,0
3042,3042,1,32.0,5.0,0,4570,1,young,,,0,0,1
3044,3044,0,9.0,5.0,1,9431,0,,,old,0,0,1
3045,3045,1,88.0,4.0,1,1023,1,,,old,1,0,0
3047,3047,0,32.0,3.0,0,1418,0,,,old,1,0,0
3048,3048,1,33.0,3.0,0,4350,0,,,old,1,0,0
3049,3049,0,42.0,1.0,0,4699,1,,medium,,1,0,0
3051,3051,0,47.0,2.48,1,1684,0,,medium,,1,0,0
3052,3052,1,94.0,5.0,1,4176,1,,,old,0,0,1
3053,3053,1,49.0,4.0,0,7740,1,,medium,,0,0,1
3054,3054,0,39.0,2.0,1,8319,0,,medium,,1,0,0
3055,3055,1,21.0,2.48,0,1869,0,,,old,1,0,0
3056,3056,0,37.0,1.0,0,5113,1,,medium,,0,0,1
3058,3058,1,38.0,1.0,1,8323,0,,,old,0,0,1
3059,3059,1,56.0,2.48,1,8540,0,,medium,,0,0,1
3060,3060,1,54.0,5.0,0,9711,1,,medium,,1,0,0
3061,3061,0,22.0,1.0,1,8285,0,,medium,,0,0,1
3064,3064,1,89.0,3.0,0,5268,1,young,,,1,0,0
3065,3065,0,77.0,5.0,1,8596,1,,medium,,0,0,1
3067,3067,0,70.0,2.48,0,4405,1,,medium,,0,0,1
3073,3073,0,28.0,3.0,0,6334,0,,,old,0,0,1
3074,3074,1,95.0,0.0,0,2640,0,young,,,0,0,1
3076,3076,1,11.0,3.0,1,1589,0,,medium,,0,0,1
3079,3079,1,82.0,3.0,1,9628,1,,,old,0,1,0
3080,3080,1,83.0,2.0,0,9563,1,,medium,,1,0,0
3081,3081,0,6.0,1.0,0,184,0,young,,,0,1,0
3084,3084,1,21.0,2.48,0,4604,1,young,,,0,1,0
3085,3085,0,100.0,1.0,0,5440,0,,,old,0,1,0
3087,3087,1,57.0,5.0,0,8359,1,,medium,,1,0,0
3088,3088,0,19.0,3.0,0,825,1,,,old,1,0,0
3089,3089,0,50.0,2.48,0,5957,1,young,,,0,0,1
3090,3090,0,61.0,3.0,0,8489,0,,,old,0,1,0
3091,3091,0,62.0,2.0,0,7462,0,,,old,1,0,0
3092,3092,0,4.0,5.0,1,4199,1,,medium,,0,1,0
3093,3093,0,18.0,4.0,0,9046,0,,medium,,0,0,1
3094,3094,1,40.0,2.0,1,6066,0,,,old,0,1,0
3096,3096,0,35.0,2.48,0,631,1,,medium,,1,0,0
3098,3098,0,45.0,3.0,1,1922,1,,medium,,0,0,1
3099,3099,1,18.0,3.0,0,3841,1,young,,,1,0,0
3102,3102,0,53.0,5.0,0,4687,0,,,old,0,1,0
3103,3103,0,61.0,0.0,1,8683,0,,medium,,0,1,0
3104,3104,0,8.0,3.0,0,8266,1,,,old,0,0,1
3105,3105,1,26.0,5.0,0,6313,1,young,,,0,1,0
3106,3106,1,54.0,4.0,1,4622,1,,medium,,0,1,0
3107,3107,0,60.0,4.0,0,8371,0,,,old,0,0,1
3109,3109,0,29.0,4.0,1,5408,1,,,old,0,1,0
3110,3110,1,62.0,1.0,0,6279,0,,medium,,0,0,1
3111,3111,0,19.0,5.0,1,9328,1,,medium,,0,0,1
3112,3112,1,6.0,4.0,0,6324,0,,medium,,1,0,0
3113,3113,1,63.0,5.0,0,8741,1,,medium,,1,0,0
3114,3114,1,74.0,1.0,1,9965,1,,,old,0,0,1
3116,3116,0,74.0,3.0,1,6965,1,,medium,,1,0,0
3118,3118,0,72.0,3.0,0,22,0,,,old,1,0,0
3119,3119,1,23.0,2.48,1,8718,1,,,old,0,0,1
3120,3120,0,8.0,2.0,1,4351,0,,medium,,0,1,0
3121,3121,0,0.0,5.0,0,2699,1,,medium,,1,0,0
3122,3122,0,44.0,2.0,1,7283,0,,,old,0,1,0
3123,3123,1,54.0,4.0,1,849,1,,medium,,0,0,1
3124,3124,0,63.0,4.0,1,3826,0,,,old,1,0,0
3125,3125,0,80.0,3.0,0,5303,1,,,old,1,0,0
3126,3126,0,24.0,4.0,0,9613,0,,,old,0,1,0
3128,3128,0,23.0,3.0,0,1190,1,,,old,0,1,0
3129,3129,0,66.0,2.48,0,5600,1,,medium,,0,0,1
3130,3130,0,32.0,3.0,0,1968,0,,medium,,0,0,1
3131,3131,1,78.0,0.0,0,7036,0,,,old,1,0,0
3132,3132,0,66.0,4.0,0,9109,1,,medium,,0,0,1
3134,3134,1,32.0,3.0,0,9349,0,,medium,,1,0,0
3135,3135,1,52.0,3.0,0,5968,1,,medium,,0,0,1
3136,3136,1,53.0,1.0,1,7416,0,,,old,0,0,1
3138,3138,0,75.0,0.0,0,6863,1,,medium,,0,1,0
3139,3139,1,40.0,2.0,0,6755,1,young,,,0,0,1
3140,3140,0,22.0,5.0,1,2860,0,,,old,0,1,0
3141,3141,0,11.0,0.0,0,3579,0,,medium,,0,0,1
3143,3143,1,88.0,2.48,1,7512,1,,,old,0,0,1
3144,3144,0,25.0,2.0,0,1889,1,,,old,0,1,0
3145,3145,1,40.0,4.0,0,4835,1,,medium,,1,0,0
3146,3146,0,82.0,5.0,0,2199,0,,,old,1,0,0
3147,3147,0,64.0,5.0,1,4380,0,,,old,0,0,1
3148,3148,1,0.0,3.0,0,3185,1,,medium,,0,1,0
3149,3149,1,23.0,1.0,1,8478,1,,medium,,1,0,0
3150,3150,1,93.0,3.0,1,4977,1,,,old,0,0,1
3151,3151,1,63.0,2.48,0,9063,0,,medium,,1,0,0
3152,3152,0,22.0,5.0,1,643,1,,medium,,0,1,0
3153,3153,1,18.0,3.0,1,7098,0,,medium,,1,0,0
3158,3158,1,23.0,3.0,0,2365,1,,medium,,0,0,1
3159,3159,0,61.0,3.0,1,5758,0,,,old,0,0,1
3160,3160,0,37.0,0.0,0,1111,0,,,old,0,1,0
3161,3161,0,67.0,3.0,0,2400,1,,medium,,1,0,0
3162,3162,0,29.0,5.0,0,4489,1,,,old,0,0,1
3165,3165,1,8.0,0.0,0,3427,1,,medium,,0,1,0
3166,3166,1,64.0,5.0,1,6949,1,,medium,,0,1,0
3168,3168,1,10.0,1.0,1,3505,1,,,old,0,1,0
3170,3170,0,74.0,4.0,0,4168,0,,,old,0,0,1
3171,3171,0,52.0,1.0,1,2605,1,,medium,,0,0,1
3172,3172,1,61.0,5.0,1,369,0,,,old,0,1,0
3173,3173,0,19.0,3.0,0,7961,0,,,old,0,1,0
3175,3175,1,44.0,2.0,0,9374,1,,medium,,0,1,0
3176,3176,1,19.0,2.0,1,2017,1,,medium,,0,1,0
3177,3177,1,65.0,2.0,0,2405,0,,medium,,0,0,1
3179,3179,0,86.0,2.48,0,4047,0,,medium,,0,0,1
3180,3180,1,44.0,5.0,0,6001,1,,medium,,0,0,1
3181,3181,1,79.0,2.0,1,7438,1,,,old,1,0,0
3182,3182,0,0.0,2.0,1,5580,1,,medium,,0,0,1
3183,3183,1,45.0,4.0,1,5513,0,,,old,0,0,1
3184,3184,1,75.0,0.0,1,5155,1,,medium,,1,0,0
3185,3185,1,32.0,2.0,1,2745,1,,medium,,0,0,1
3187,3187,1,56.0,1.0,0,8025,0,,,old,0,0,1
3188,3188,1,91.0,4.0,0,7443,0,,,old,1,0,0
3189,3189,1,99.0,3.0,0,180,1,,,old,0,1,0
3191,3191,1,47.0,4.0,1,9213,0,,,old,1,0,0
3193,3193,0,45.0,2.0,0,7246,0,,,old,0,1,0
3194,3194,0,49.0,4.0,0,7581,1,,medium,,0,0,1
3195,3195,1,18.0,4.0,0,9993,0,,,old,1,0,0
3197,3197,0,54.0,0.0,1,4907,1,,,old,1,0,0
3200,3200,1,62.0,3.0,0,6730,1,,,old,1,0,0
3201,3201,1,27.0,2.0,1,3437,1,,medium,,0,0,1
3202,3202,0,19.0,1.0,1,9056,1,,,old,0,0,1
3210,3210,1,87.0,5.0,1,4963,1,,,old,1,0,0
3211,3211,1,1.0,1.0,0,845,1,,medium,,1,0,0
3212,3212,1,88.0,0.0,0,6413,0,,medium,,0,0,1
3213,3213,1,52.0,1.0,0,4378,0,,,old,1,0,0
3215,3215,1,95.0,2.0,0,6821,0,,medium,,0,1,0
3217,3217,0,69.0,5.0,0,7440,0,,medium,,1,0,0
3218,3218,0,38.0,1.0,0,4738,0,,medium,,0,0,1
3219,3219,1,71.0,2.48,0,1805,1,,medium,,0,0,1
3220,3220,0,70.0,0.0,0,1416,0,young,,,0,1,0
3222,3222,1,66.0,3.0,0,587,1,,medium,,1,0,0
3223,3223,0,58.0,4.0,0,2893,1,,,old,0,1,0
3224,3224,0,20.0,3.0,0,5215,1,young,,,0,0,1
3225,3225,0,38.0,1.0,1,5833,1,,medium,,0,0,1
3226,3226,1,18.0,0.0,0,4484,0,,,old,1,0,0
3227,3227,0,100.0,5.0,0,7122,1,,medium,,0,0,1
